AB012070.1	𝜷.1
MW552146.1	𝜷.7.1
AY261345.1	𝜷.7.1
MN067022.1	𝜷.7.1
KC834635.1	𝜷.7.1
DQ478584.1	𝜷.7.1
DQ904514.1	𝜷.7.1
MW552201.1	𝜷.7.1
MW551992.1	𝜷.7.1
GU288625.1	𝜷.7.1
HM136991.1	𝜷.7.1
MG181848.1	𝜷.7.1
KC442886.1	𝜷.7.1
LC569532.1	𝜷.7.1
KJ638612.1	𝜷.7.1
KF716319.1	𝜷.7.1
OQ133305.1	𝜷.7.1
JQ043271.1	𝜷.7.1
MW552685.1	𝜷.7.1
OP850507.1	𝜷.7.1
KU199286.1	𝜷.7.1
MN552044.1	𝜷.7.1
MW552113.1	𝜷.7.1
LC668595.1	𝜷.7.1
MN478635.1	𝜷.7.1
ON456083.1	𝜷.7.1
KM660417.1	𝜷.7.1
KY657872.1	𝜷.7.1
KJ919897.1	𝜷.7.1
MW552234.1	𝜷.7.1
OP677644.1	𝜷.7.1
AF044356.1	𝜷.7.1
HM066076.1	𝜷.7.1
AF106288.1	𝜷.7.1
KY952246.1	𝜷.7.1
MW552740.1	𝜷.7.1
LC105077.1	𝜷.7.1
HM066074.1	𝜷.7.1
FJ598026.1	𝜷.7.1
D50126.1	𝜷.7.1
MN478499.1	𝜷.7.1
MN066787.1	𝜷.7.1
KY489882.1	𝜷.7.1
KR705283.1	𝜷.7.1
MW722552.1	𝜷.7.1
KY489873.1	𝜷.7.1
GU138220.2	𝜷.7.1
KC442875.1	𝜷.7.1
KM660414.1	𝜷.7.1
KC443216.1	𝜷.7.1
HQ738622.2	𝜷.7.1
KJ919910.1	𝜷.7.1
LC514508.1	𝜷.7.1
OR205652.1	𝜷.7.1
AB534525.1	𝜷.7.1
KC443271.1	𝜷.7.1
OR205664.1	𝜷.7.1
OR205617.1	𝜷.7.1
HM066107.1	𝜷.7.1
AB534526.1	𝜷.7.1
LC086796.1	𝜷.7.1
KX574265.1	𝜷.7.1
LC668598.1	𝜷.7.1
MN577196.1	𝜷.7.1
MN552097.1	𝜷.7.1
AB091363.1	𝜷.7.1
MW254129.1	𝜷.7.1
OR205627.1	𝜷.7.1
HM066103.1	𝜷.7.1
LC668590.1	𝜷.7.1
KJ638614.1	𝜷.7.1
HM066084.1	𝜷.7.1
AF106283.1	𝜷.7.1
KJ638604.1	𝜷.7.1
LC668592.1	𝜷.7.1
KY657874.1	𝜷.7.1
MW552410.1	𝜷.7.1
D50118.1	𝜷.7.1
OM920731.1	𝜷.7.1
KX352368.1	𝜷.7.1
KC443394.1	𝜷.7.1
KX171574.1	𝜷.7.1
MZ094715.1	𝜷.7.1
MW552784.1	𝜷.7.1
KC443249.1	𝜷.7.1
KJ753721.1	𝜷.7.1
MH291292.1	𝜷.7.1
MZ066191.1	𝜷.7.1
LC172454.1	𝜷.7.1
HM467953.1	𝜷.7.1
OR205632.1	𝜷.7.1
EF199719.1	𝜷.7.1
OK356724.1	𝜷.7.1
OK356725.1	𝜷.7.1
AF480272.1	𝜷.7.1
KP007148.1	𝜷.7.1
OP677699.1	𝜷.7.1
OQ133283.1	𝜷.7.1
KP882219.1	𝜷.7.1
AY261342.1	𝜷.7.1
LC172448.1	𝜷.7.1
LC228375.1	𝜷.7.1
KJ626733.1	𝜷.7.1
KJ638635.1	𝜷.7.1
KJ412547.1	𝜷.7.1
LC066169.1	𝜷.7.1
MN478557.1	𝜷.7.1
KF006858.1	𝜷.7.1
LC172367.1	𝜷.7.1
MW552608.1	𝜷.7.1
EU839927.1	𝜷.7.1
HM066110.1	𝜷.7.1
LC568900.1	𝜷.7.1
MG652327.1	𝜷.7.1
KP752665.1	𝜷.7.1
KX171578.1	𝜷.7.1
KF723272.1	𝜷.7.1
HM066068.1	𝜷.7.1
AF106298.1	𝜷.7.1
OR205650.1	𝜷.7.1
KJ919915.1	𝜷.7.1
MK560908.1	𝜷.7.1
OM920729.1	𝜷.7.1
FJ932743.2	𝜷.7.1
LC328926.1	𝜷.7.1
KJ752410.1	𝜷.7.1
GQ996891.1	𝜷.7.1
MK050145.1	𝜷.7.1
KC443282.1	𝜷.7.1
MW552135.1	𝜷.7.1
KJ753528.1	𝜷.7.1
MN066934.1	𝜷.7.1
FJ598028.1	𝜷.7.1
KM008648.1	𝜷.7.1
AF044353.1	𝜷.7.1
JF460817.1	𝜷.7.1
D50119.1	𝜷.7.1
AF409087.1	𝜷.7.1
LC172456.1	𝜷.7.1
KT948779.1	𝜷.7.1
KR705349.1	𝜷.7.1
LC105121.1	𝜷.7.1
LC568912.1	𝜷.7.1
MN551949.1	𝜷.7.1
KX574267.1	𝜷.7.1
OR205620.1	𝜷.7.1
KY657876.1	𝜷.7.1
MW552245.1	𝜷.7.1
KJ638618.1	𝜷.7.1
OR205618.1	𝜷.7.1
KC443361.1	𝜷.7.1
KP752784.1	𝜷.7.1
LC105141.1	𝜷.7.1
KF006862.1	𝜷.7.1
MZ094528.1	𝜷.7.1
AF044351.1	𝜷.7.1
MW552168.1	𝜷.7.1
AF480268.1	𝜷.7.1
LC105152.1	𝜷.7.1
KC443416.1	𝜷.7.1
MZ065685.1	𝜷.7.1
JX965175.1	𝜷.7.1
OR205621.1	𝜷.7.1
OR205655.1	𝜷.7.1
KR705327.1	𝜷.7.1
EF199721.1	𝜷.7.1
JF304920.1	𝜷.7.2
AY261340.1	𝜷.7.2
AY261347.1	𝜷.7.2
AY261341.1	𝜷.7.2
KP419920.1	𝜷.7.3
KY489877.1	𝜷.7.3
KY657883.1	𝜷.7.3
KC443205.1	𝜷.7.3
KY657887.1	𝜷.7.3
KY657885.1	𝜷.7.3
OM920739.1	𝜷.7.3
KP419921.1	𝜷.7.3
KY657884.1	𝜷.7.3
LC086785.1	𝜷.7.3
LC086807.1	𝜷.7.3
LC174963.1	𝜷.7.3
KY657886.1	𝜷.7.3
KC571484.1	𝜷.7.3
ON206939.1	𝜷.7.3
KY657882.1	𝜷.7.3
KC443227.1	𝜷.7.3
MN478610.1	𝜷.7.4
KF716454.1	𝜷.7.4
KF716448.1	𝜷.7.4
KF716451.1	𝜷.7.4
KF716447.1	𝜷.7.4
KC443592.1	𝜷.7.4
KF716458.1	𝜷.7.4
KF716446.1	𝜷.7.4
AF106280.1	𝜷.7.4
MT796875.1	𝜷.7.4
JF693089.1	𝜷.7.4
KF716449.1	𝜷.7.4
U73958.1	𝜷.7.5
AF450292.1	𝜷.7.5
U73956.1	𝜷.7.5
KC178809.1	𝜷.7.5
U73949.1	𝜷.7.5
GU565068.1	𝜷.7.5
MW254132.1	𝜷.7.6
ON500506.1	𝜷.7.7
MW254130.1	𝜷.7.8
KM008651.1	𝜷.7.9
MG181771.1	𝜷.7.10
KM008649.1	𝜷.7.11
AY261339.1	𝜷.7.12
MT382027.1	𝜷.7.13
MW254131.1	𝜷.7.14
LC482504.1	𝜷.8
AB180970.1	𝜷.8
AB257126.1	𝜷.9
HQ198807.1	𝜷.10
GU199508.1	𝜷.10
JX040425.1	𝜷.10
EF121951.1	𝜷.10
AY773003.2	𝜷.10
LC433801.1	𝜷.10
AB264007.1	𝜷.10
FN665696.1	𝜷.11.1
AB272753.1	𝜷.11.2
MK043950.1	𝜷.12.1
KF371845.1	𝜷.12.1
GQ282613.1	𝜷.12.1
MK531589.1	𝜷.12.1
KF371779.1	𝜷.12.1
D86272.1	𝜷.12.1
LC477363.1	𝜷.12.1
KF018793.2	𝜷.12.1
ON206928.1	𝜷.12.1
OQ789845.1	𝜷.12.1
MF469162.1	𝜷.12.1
D86265.1	𝜷.12.1
HQ230029.1	𝜷.12.1
MK531564.1	𝜷.12.1
KJ751773.1	𝜷.12.1
MW280952.1	𝜷.12.1
EU708577.1	𝜷.12.1
EU159186.1	𝜷.12.1
DQ904498.1	𝜷.12.1
KT920887.1	𝜷.12.1
KC689824.1	𝜷.12.1
MK531572.1	𝜷.12.1
KU059801.1	𝜷.12.1
EF495127.1	𝜷.12.1
LC600825.1	𝜷.12.1
FJ947227.1	𝜷.12.1
JN706569.1	𝜷.12.1
MK043947.1	𝜷.12.1
MK531573.1	𝜷.12.1
JQ043273.1	𝜷.12.1
LC172349.1	𝜷.12.1
EU708590.1	𝜷.12.1
KC689826.1	𝜷.12.1
EU708585.1	𝜷.12.1
LC406791.1	𝜷.12.1
LC600847.1	𝜷.12.1
KF371724.1	𝜷.12.1
EU159189.1	𝜷.12.1
GU985255.1	𝜷.12.1
KF371953.1	𝜷.12.1
MG816526.1	𝜷.12.1
MK043946.1	𝜷.12.1
KF371867.1	𝜷.12.1
LC406802.1	𝜷.12.1
MH382848.1	𝜷.12.1
LC477355.1	𝜷.12.1
KF371964.1	𝜷.12.1
KT919067.1	𝜷.12.1
EF495124.1	𝜷.12.1
EU708586.1	𝜷.12.1
JF790342.1	𝜷.12.1
KJ753440.1	𝜷.12.1
FJ947425.1	𝜷.12.1
GU985257.1	𝜷.12.1
LC482502.1	𝜷.12.1
AB525797.1	𝜷.12.1
AB860322.1	𝜷.12.1
ON791859.1	𝜷.12.1
KP752598.1	𝜷.12.1
JF491122.1	𝜷.12.1
ON792129.1	𝜷.12.1
KF371713.1	𝜷.12.1
MH456964.1	𝜷.12.1
EF495123.1	𝜷.12.1
HQ230033.1	𝜷.12.1
MW280954.1	𝜷.12.1
EU159190.1	𝜷.12.1
MW280953.1	𝜷.12.1
EU159187.1	𝜷.12.1
KF018790.2	𝜷.12.1
AY856443.1	𝜷.12.1
D86266.1	𝜷.12.1
KF371942.1	𝜷.12.1
D86268.1	𝜷.12.1
JF790331.1	𝜷.12.1
MK531565.1	𝜷.12.1
HQ230030.1	𝜷.12.1
EF495126.1	𝜷.12.1
LC172317.1	𝜷.12.1
LC541499.1	𝜷.12.1
AF450293.1	𝜷.12.1
ON791978.1	𝜷.12.1
HQ230031.1	𝜷.12.1
D86281.1	𝜷.12.1
ON206964.1	𝜷.12.1
JX470506.1	𝜷.12.1
KF006856.1	𝜷.12.1
DQ904506.1	𝜷.12.1
EU159191.1	𝜷.12.1
JF491012.1	𝜷.12.1
KU973946.1	𝜷.12.1
OQ789857.1	𝜷.12.1
FJ747619.1	𝜷.12.1
MK531562.1	𝜷.12.1
KC689821.1	𝜷.12.1
MN551992.1	𝜷.12.1
MH382864.1	𝜷.12.1
DQ873672.1	𝜷.12.1
KT921118.1	𝜷.12.1
JF460839.1	𝜷.12.1
DQ674933.1	𝜷.12.1
KC689820.1	𝜷.12.1
KF371823.1	𝜷.12.1
KJ412749.1	𝜷.12.1
MK531566.1	𝜷.12.1
KC689827.1	𝜷.12.1
GU377169.3	𝜷.12.1
KF372008.1	𝜷.12.1
EU708583.1	𝜷.12.1
ON791881.1	𝜷.12.1
MH382868.1	𝜷.12.1
KJ583146.1	𝜷.12.1
ON791903.1	𝜷.12.1
KU059799.1	𝜷.12.1
GU598248.1	𝜷.12.1
AB525801.1	𝜷.12.1
ON184077.1	𝜷.12.1
AY707789.1	𝜷.12.1
JX088020.1	𝜷.12.1
KX632336.1	𝜷.12.1
KC822929.1	𝜷.12.1
KF371682.1	𝜷.12.1
MN417976.1	𝜷.12.1
AY870661.1	𝜷.12.1
LC172437.1	𝜷.12.1
FJ947867.1	𝜷.12.1
GQ452923.3	𝜷.12.1
D86279.1	𝜷.12.1
AY900173.1	𝜷.12.1
HM773653.1	𝜷.12.1
JN706566.1	𝜷.12.1
JX088018.1	𝜷.12.1
GU985252.1	𝜷.12.1
KF372019.1	𝜷.12.1
LC541486.1	𝜷.12.1
AY707790.1	𝜷.12.1
EU708575.1	𝜷.12.1
ON792063.1	𝜷.12.1
FJ947293.1	𝜷.12.1
GU985256.1	𝜷.12.1
GQ452929.2	𝜷.12.1
MK531567.1	𝜷.12.1
KJ583190.1	𝜷.12.1
KF680466.2	𝜷.12.1
KJ583201.1	𝜷.12.1
JX088017.1	𝜷.12.1
LC600836.1	𝜷.12.1
JX088011.1	𝜷.12.1
GU985260.1	𝜷.12.1
JX088019.1	𝜷.12.1
JF491105.1	𝜷.12.1
MK043943.1	𝜷.12.1
ON791924.1	𝜷.12.1
DQ873673.1	𝜷.12.1
KF371746.1	𝜷.12.1
JN258362.1	𝜷.12.1
KX362815.1	𝜷.12.1
MK043942.1	𝜷.12.1
DQ873676.1	𝜷.12.1
JF460828.1	𝜷.12.1
EU708589.1	𝜷.12.1
JX841122.1	𝜷.12.1
EF088831.1	𝜷.12.1
KC579965.1	𝜷.12.1
KF726055.1	𝜷.12.1
MN106112.1	𝜷.12.1
KY418051.1	𝜷.12.1
MK531570.1	𝜷.12.1
MH382860.1	𝜷.12.1
DQ873679.1	𝜷.12.1
KF371997.1	𝜷.12.1
KC689818.1	𝜷.12.1
D86283.1	𝜷.12.1
KX655478.1	𝜷.12.1
ON792161.1	𝜷.12.1
HQ537513.2	𝜷.12.1
FJ947414.1	𝜷.12.1
AY707793.1	𝜷.12.1
EU708584.1	𝜷.12.1
GU985254.1	𝜷.12.1
JF490968.1	𝜷.12.1
GU377144.2	𝜷.12.1
MW711848.1	𝜷.12.1
D86284.1	𝜷.12.1
AB525799.1	𝜷.12.1
MK043949.1	𝜷.12.1
LC541502.1	𝜷.12.1
KF371757.1	𝜷.12.1
MZ955390.1	𝜷.12.1
LC434537.1	𝜷.12.1
FJ947315.1	𝜷.12.1
LC056795.1	𝜷.12.1
JX088010.1	𝜷.12.1
KC689817.1	𝜷.12.1
MW711852.1	𝜷.12.1
OQ398200.1	𝜷.12.1
JF490913.1	𝜷.12.1
OQ398199.1	𝜷.12.1
MT382014.1	𝜷.12.1
MK531569.1	𝜷.12.1
ON791998.1	𝜷.12.1
HQ537521.2	𝜷.12.1
ON792151.1	𝜷.12.1
D86269.1	𝜷.12.1
EF495118.1	𝜷.12.1
DQ674934.1	𝜷.12.1
MH382842.1	𝜷.12.1
GQ117003.3	𝜷.12.1
MW711851.1	𝜷.12.1
HM773741.1	𝜷.12.1
MH382862.1	𝜷.12.1
JQ043266.1	𝜷.12.1
JX088016.1	𝜷.12.1
KF371878.1	𝜷.12.1
KF371986.1	𝜷.12.1
EU708587.1	𝜷.12.1
KF371889.1	𝜷.12.1
GU138222.2	𝜷.12.1
MK531563.1	𝜷.12.1
ON791935.1	𝜷.12.1
ON791968.1	𝜷.12.1
DQ873670.1	𝜷.12.1
JN706568.1	𝜷.12.1
KX632281.1	𝜷.12.1
D86280.1	𝜷.12.1
EU708582.1	𝜷.12.1
KX655444.1	𝜷.12.2
KJ751729.1	𝜷.12.3
KP752476.1	𝜷.12.4
JX470513.1	𝜷.12.4
JX088021.2	𝜷.12.4
FJ915093.3	𝜷.12.4
JX946173.1	𝜷.12.5
KR262157.1	𝜷.12.5
LC568874.1	𝜷.12.5
AB792641.1	𝜷.12.6
GU377159.3	𝜷.12.6
DQ923801.1	𝜷.12.7
EU708588.1	𝜷.12.7
MF346890.1	𝜷.12.8
GU296430.1	𝜷.12.9
KJ412888.1	𝜷.12.10
D86275.1	𝜷.12.11
KP752498.1	𝜷.12.12
D86264.1	𝜷.12.13
KC815685.1	𝜷.13.1
MG970194.1	𝜷.13.1
L49043.1	𝜷.13.1
MG970175.1	𝜷.13.1
JN903518.2	𝜷.13.1
AY750924.1	𝜷.13.1
LC151987.1	𝜷.13.1
LC467801.1	𝜷.13.1
LC467823.1	𝜷.13.1
LC151988.1	𝜷.13.1
AY750925.1	𝜷.13.1
MH458235.1	𝜷.13.1
JF712571.1	𝜷.13.1
MH458236.1	𝜷.13.1
MH458234.1	𝜷.13.1
MG970195.1	𝜷.13.1
MF074212.1	𝜷.13.1
MG970176.1	𝜷.13.1
MG970193.1	𝜷.13.1
LC151990.1	𝜷.13.1
LC151989.1	𝜷.13.1
AB595957.1	𝜷.13.2
AB908917.1	𝜷.13.2
AB595956.1	𝜷.13.2
KC815674.1	𝜷.13.2
KM454486.1	𝜷.13.2
LC467867.1	𝜷.13.2
AB595955.1	𝜷.13.2
LC460210.1	𝜷.13.2
AB595963.1	𝜷.13.2
LC467845.1	𝜷.13.2
AB595953.1	𝜷.13.2
KM454497.1	𝜷.13.2
AB595961.1	𝜷.13.2
AB595954.1	𝜷.13.2
MG970181.1	𝜷.14.1
AB595974.1	𝜷.14.1
MG970188.1	𝜷.14.1
MG970178.1	𝜷.14.1
AB908928.1	𝜷.14.1
AB595978.1	𝜷.14.1
MG970191.1	𝜷.14.1
AB595977.1	𝜷.14.1
KM454508.1	𝜷.14.1
JN872870.1	𝜷.14.2
MG970165.1	𝜷.14.2
JF712582.1	𝜷.14.2
LC467889.1	𝜷.14.3
LC460232.1	𝜷.14.3
AB741654.1	𝜷.15
AB779619.1	𝜷.16.1
DQ786577.1	𝜷.16.1
DQ786576.1	𝜷.16.1
KX988269.1	𝜷.16.2
KX988280.1	𝜷.16.2
DQ256502.1	𝜷.16.3
DQ256503.1	𝜷.16.3
EU348715.1	𝜷.16.4
MG066590.1	𝜷.16.5
JX498967.1	𝜷.16.5
MN203555.1	𝜷.16.6
AF448852.1	𝜷.16.7
MW292234.1	𝜷.17.1
AB853895.1	𝜷.17.2
AB924100.1	𝜷.18
OP378553.1	𝜷.19.1
KU550295.1	𝜷.19.1
LC542284.1	𝜷.19.1
LC490219.1	𝜷.19.1
LC490274.1	𝜷.19.1
MN203561.1	𝜷.19.1
MH569778.1	𝜷.19.1
LC490224.1	𝜷.19.1
LC490297.1	𝜷.19.1
LC542191.1	𝜷.19.1
LC490225.1	𝜷.19.1
LC434520.1	𝜷.19.1
LC434525.1	𝜷.19.1
LC434517.1	𝜷.19.1
LC542514.1	𝜷.19.1
MZ407382.1	𝜷.19.1
LC541938.1	𝜷.19.1
MF093556.1	𝜷.19.1
LC542125.1	𝜷.19.1
MN231001.1	𝜷.19.1
LC228309.1	𝜷.19.1
LC541493.1	𝜷.19.1
KX469402.1	𝜷.19.1
MN230996.1	𝜷.19.1
MZ407404.1	𝜷.19.1
KY418050.1	𝜷.19.1
KU550292.1	𝜷.19.1
MF093557.1	𝜷.19.1
LC542525.1	𝜷.19.1
MK690513.1	𝜷.19.1
MN203560.1	𝜷.19.1
LC434540.1	𝜷.19.1
LC490286.1	𝜷.19.1
MG652311.1	𝜷.19.1
LC542703.1	𝜷.19.1
MN577173.1	𝜷.19.1
MN230994.1	𝜷.19.1
LC260219.1	𝜷.19.1
OQ446787.1	𝜷.19.1
LC542305.1	𝜷.19.1
OM920753.1	𝜷.19.1
KU870393.1	𝜷.19.1
MZ096469.1	𝜷.19.1
LC490261.1	𝜷.19.1
LC541511.1	𝜷.19.1
LC541514.1	𝜷.19.1
MN203562.1	𝜷.19.1
LC434527.1	𝜷.19.1
LC542114.1	𝜷.19.1
LC541495.1	𝜷.19.1
MW711847.1	𝜷.19.1
LC434521.1	𝜷.19.1
MZ407272.1	𝜷.19.1
MG652317.1	𝜷.19.1
MG652316.1	𝜷.19.1
MG652315.1	𝜷.19.1
MG652321.1	𝜷.19.1
LC228331.1	𝜷.19.1
LC434519.1	𝜷.19.1
KU550297.1	𝜷.19.1
KU059771.1	𝜷.19.1
LC260215.1	𝜷.19.1
LC542273.1	𝜷.19.1
LC542295.1	𝜷.19.1
LC542004.1	𝜷.19.1
LC434529.1	𝜷.19.1
LC490253.1	𝜷.19.1
LC434524.1	𝜷.19.1
LC490305.1	𝜷.19.1
KY661928.1	𝜷.19.1
LC542558.1	𝜷.19.1
MW462171.1	𝜷.19.1
ON206930.1	𝜷.19.1
LC260213.1	𝜷.19.1
OP378554.1	𝜷.19.1
OQ446791.1	𝜷.19.1
LC490223.1	𝜷.19.1
OM920769.1	𝜷.19.1
MW711855.1	𝜷.19.1
LC086730.1	𝜷.19.1
KY000546.1	𝜷.19.1
MH569774.1	𝜷.19.1
MN203563.1	𝜷.19.1
LC490280.1	𝜷.19.1
LC490275.1	𝜷.19.1
AB930191.1	𝜷.19.1
LC386081.1	𝜷.19.1
LC668610.1	𝜷.19.1
OQ446783.1	𝜷.19.1
MW711845.1	𝜷.19.1
LC490243.1	𝜷.19.1
LC434518.1	𝜷.19.1
LC260217.1	𝜷.19.1
LC542437.1	𝜷.19.1
MN230999.1	𝜷.19.1
LC542481.1	𝜷.19.1
ON206931.1	𝜷.19.1
MF093560.1	𝜷.19.1
LC541927.1	𝜷.19.1
LC228320.1	𝜷.19.1
MN231000.1	𝜷.19.1
MN577171.1	𝜷.19.1
LC546082.1	𝜷.19.1
LC477351.1	𝜷.19.1
MW715614.1	𝜷.19.1
OQ446794.1	𝜷.19.1
MG652328.1	𝜷.19.1
MN577172.1	𝜷.19.1
LC541487.1	𝜷.19.1
MF044158.1	𝜷.19.1
LC542026.1	𝜷.19.1
MF093553.1	𝜷.19.1
KU550293.1	𝜷.19.1
KX880414.1	𝜷.19.1
LC542725.1	𝜷.19.1
LC668607.1	𝜷.19.1
KY418052.1	𝜷.19.1
KX469400.1	𝜷.19.1
MK690510.1	𝜷.19.1
MF093555.1	𝜷.19.1
MG652305.1	𝜷.19.1
MG652306.1	𝜷.19.1
MW840129.1	𝜷.19.1
MN067527.1	𝜷.19.1
MN230993.1	𝜷.19.1
OM920805.1	𝜷.19.1
KX469401.1	𝜷.19.1
LC490234.1	𝜷.19.1
MF093561.1	𝜷.19.1
LC260214.1	𝜷.19.1
MF997040.2	𝜷.19.1
MF044092.1	𝜷.19.1
OP850506.1	𝜷.19.1
MZ546112.1	𝜷.19.1
LC668605.1	𝜷.19.1
MN230998.1	𝜷.19.1
LC541504.1	𝜷.19.1
LC542404.1	𝜷.19.1
LC490262.1	𝜷.19.1
LC542224.1	𝜷.19.1
MH569773.1	𝜷.19.1
MF044081.1	𝜷.19.1
ON206933.1	𝜷.19.1
MH569775.1	𝜷.19.1
ON206932.1	𝜷.19.1
LC490296.1	𝜷.19.1
LC542262.1	𝜷.19.1
LC542213.1	𝜷.19.1
MG652318.1	𝜷.19.1
LC490229.1	𝜷.19.1
MH569777.1	𝜷.19.1
ON206924.1	𝜷.19.1
LC086719.1	𝜷.19.1
LC325460.1	𝜷.19.1
MG652324.1	𝜷.19.1
LC455759.1	𝜷.19.1
LC490221.1	𝜷.19.1
LC477366.1	𝜷.19.1
LC541971.1	𝜷.19.1
LC542202.1	𝜷.19.1
LC542136.1	𝜷.19.1
MW840131.1	𝜷.19.1
LC542180.1	𝜷.19.1
LC477356.1	𝜷.19.1
MF044169.1	𝜷.19.1
MW558500.1	𝜷.19.1
LC668612.1	𝜷.19.1
LC490222.1	𝜷.19.1
MN230997.1	𝜷.19.1
LC490255.1	𝜷.19.1
LC542371.1	𝜷.19.1
OM920811.1	𝜷.19.1
LC260209.1	𝜷.19.1
LC542158.1	𝜷.19.1
MH704732.1	𝜷.19.1
ON206942.1	𝜷.19.1
LC668606.1	𝜷.19.1
LC455770.1	𝜷.19.1
MG652319.1	𝜷.19.1
LC490257.1	𝜷.19.1
LC541510.1	𝜷.19.1
KU059793.1	𝜷.19.1
LC260216.1	𝜷.19.1
MN203566.1	𝜷.19.1
LC542426.1	𝜷.19.1
MW254143.1	𝜷.19.2
MW254135.1	𝜷.19.3
MW254133.1	𝜷.19.3
MW254134.1	𝜷.19.3
MW254137.1	𝜷.19.4
MW254138.1	𝜷.19.5
MW771173.1	𝜷.20.1
KP752915.1	𝜷.20.1
LC133574.1	𝜷.20.2
X53403.1	𝜷.20.2
AF386918.1	𝜷.20.2
LC133541.1	𝜷.20.2
AB972861.1	𝜷.20.2
MW771151.1	𝜷.20.3
MW771140.1	𝜷.20.3
MW771162.1	𝜷.20.3
JX470522.1	𝜷.20.4
FJ217204.1	𝜷.20.4
KU956014.1	𝜷.20.5
MN067449.1	𝜷.20.6
JX470518.1	𝜷.20.7
JX470517.1	𝜷.20.7
ON711389.1	𝜷.20.8
MZ913000.1	𝜷.20.8
X52650.1	𝜷.20.8
X57852.1	𝜷.20.8
LC133552.1	𝜷.20.8
U14996.1	𝜷.20.8
MZ912999.1	𝜷.20.8
FJ545658.1	𝜷.20.8
M64679.1	𝜷.20.9
GQ352366.1	𝜷.20.10
GU144587.1	𝜷.20.11
AF207060.1	𝜷.21.1
AF034852.1	𝜷.21.2
AF141918.1	𝜷.22
MT382024.1	𝜷.22
AF143690.1	𝜷.23
AF143688.1	𝜷.23
AF143689.1	𝜷.24
FJ495133.1	𝜷.25.1
EF554131.1	𝜷.25.1
JF793945.1	𝜷.25.1
EF554142.1	𝜷.25.1
EF554120.1	𝜷.25.1
JF793946.1	𝜷.25.1
AF421183.1	𝜷.25.2
AF207063.1	𝜷.25.2
LC460431.1	𝜷.25.3
FN665685.1	𝜷.25.4
AY128708.1	𝜷.25.5
AF260959.1	𝜷.26
LC326506.1	𝜷.27.1
LC328205.1	𝜷.27.1
U97199.1	𝜷.27.1
EU708928.1	𝜷.27.1
HQ661139.1	𝜷.27.1
EU708895.1	𝜷.27.1
EU708906.1	𝜷.27.1
L21666.1	𝜷.27.1
AF271089.1	𝜷.27.1
EU708917.1	𝜷.27.1
OM450983.1	𝜷.27.2
MT364829.1	𝜷.27.2
MT364873.1	𝜷.27.2
OL388441.1	𝜷.27.2
HQ661117.1	𝜷.28
KJ875796.1	𝜷.28
LC158116.1	𝜷.28
HQ661128.1	𝜷.28
LC328207.1	𝜷.28
AF271090.1	𝜷.28
AF317424.1	𝜷.29
KJ748470.1	𝜷.30
AF361439.1	𝜷.30
FJ386441.1	𝜷.30
HQ657143.1	𝜷.30
DQ005120.1	𝜷.30
KJ753406.1	𝜷.30
LC177388.1	𝜷.30
KC215513.1	𝜷.30
KJ753326.1	𝜷.30
MN921184.1	𝜷.30
KJ748481.1	𝜷.30
LC119109.1	𝜷.30
KJ752623.1	𝜷.30
AJ278257.1	𝜷.30
KJ751607.1	𝜷.30
FJ386443.1	𝜷.30
FJ386442.1	𝜷.30
KJ870883.1	𝜷.30
MG892020.1	𝜷.30
X98918.1	𝜷.30
LC177391.1	𝜷.30
KJ753045.1	𝜷.30
AJ278254.1	𝜷.30
LC406835.1	𝜷.30
FJ386440.1	𝜷.30
EU488721.1	𝜷.30
KP752576.1	𝜷.30
EF200549.1	𝜷.31.1
JF689845.1	𝜷.31.1
AF386914.1	𝜷.31.1
JX442779.1	𝜷.31.1
JF689843.1	𝜷.31.1
HQ440224.1	𝜷.31.1
JF720882.1	𝜷.31.1
MT382017.1	𝜷.31.1
MT382016.1	𝜷.31.1
DQ478582.1	𝜷.31.1
JF720877.1	𝜷.31.1
MT382012.1	𝜷.31.1
JF742651.1	𝜷.31.1
JF720878.1	𝜷.31.1
HM235510.1	𝜷.31.1
JF689835.1	𝜷.31.1
LC576613.1	𝜷.31.2
KC960624.1	𝜷.31.3
AF386919.1	𝜷.32.1
AF386916.1	𝜷.32.1
KF170900.1	𝜷.32.2
AF386920.1	𝜷.32.2
AY816182.1	𝜷.32.3
AY843332.2	𝜷.32.3
AY843333.2	𝜷.32.3
D14033.1	𝜷.32.4
JF681943.1	𝜷.32.5
GQ240619.1	𝜷.32.6
LC081150.1	𝜷.33.1
AF426162.1	𝜷.33.2
OM450949.1	𝜷.34.1
OM416834.1	𝜷.34.1
KP258403.1	𝜷.34.2
AF528204.1	𝜷.34.3
DQ205229.1	𝜷.34.3
OM450960.1	𝜷.34.4
DQ122400.1	𝜷.35.1
OQ830829.1	𝜷.35.1
KC424486.1	𝜷.35.1
KM660403.1	𝜷.35.1
OQ830827.1	𝜷.35.1
KC424488.1	𝜷.35.1
AF532202.1	𝜷.35.1
KX880436.1	𝜷.35.1
EF554087.1	𝜷.35.1
KM660404.1	𝜷.35.1
KM660402.1	𝜷.35.1
KP753076.1	𝜷.35.1
OQ830826.1	𝜷.35.1
KC424487.1	𝜷.35.1
AJ488134.1	𝜷.35.1
JF793944.1	𝜷.35.1
KC152917.1	𝜷.35.1
KC424489.1	𝜷.35.1
